id,lesson_id,term,meaning,pronunciation,word_class,example_sentence,vietnamese_term,vietnamese_meaning,english_headword_id,vietnamese_headword_id,is_common,created_at,updated_at
e63b9244-2baf-4f72-8378-804ea9081113,c19483d2-a4f7-462e-a5b8-6fb57f61ef95,Son,Male child,sʌn,noun,He has son.,Con trai,Đứa con nam,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
e6a34fde-6ae1-4adc-99b1-8f2bd9f21b31,0c65a440-ca84-4f96-a502-a5c9aebdef77,coke,a cola drink brand,/coke/,danh từ,He drinks Coke,coca-cola,thương hiệu đồ uống cola,,,true,2026-03-18 23:26:07.668,2026-03-18 23:26:07.668
e6aa1731-a7e7-458e-8d08-882a42797065,6099eea9-f4d6-4738-9662-d01b6f6f2a12,book,written material in pages,/book/,danh từ,book example,book,Một khái niệm liên quan đến school,,,true,2026-03-18 23:27:06.141,2026-03-18 23:27:06.141
e6e933ae-9a15-4f58-9252-cd19061abff5,c4f69ac2-b089-44ca-a48e-67f1636f0314,daughter,a female child; girl with your genes,ˈdɔːtər,danh từ,My daughter likes reading,con gái,Con nữ; cô bé sinh ra từ cha mẹ,,,true,2026-03-18 23:22:53.645,2026-03-18 23:22:53.645
e70ad341-104c-43e0-adc4-8f8df8f4eb31,65b2fc5a-c86b-4f36-8107-f8ee0ebe5d78,Welcome,Greet visitor,ˈwɛl.kəm,interjection,Welcome home!,Chào mừng,Lời chào mừng,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
e7100bd3-fb8e-4ad0-8756-2245850b584f,f5963936-9e64-4d38-bd67-8490e7b3a302,Mother,Female parent,ˈmʌð.ɚ,noun,My mother is kind.,Mẹ,Cha mẹ nữ,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
e713662a-5b86-4fc2-a161-1b87675123e2,c1c8f750-8c0e-4b88-89d9-149307fdb3e2,dancing,moving rhythmically,/dancing/,danh từ,dancing example,dancing,Một khái niệm liên quan đến hobbies,,,true,2026-03-18 23:27:06.141,2026-03-18 23:27:06.141
e71dfcb0-8532-4a40-860f-833297d772c1,ff02df4a-ece1-4847-923b-0f9273cb89be,Confused,Feeling bewilderment,kənˈfjuzd,adjective,Confused instructions.,Bối rối,Cảm giác bối,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
e74ca3b9-325e-4a4e-a8ec-9772aea6e99e,a844c983-7824-498a-811d-ed90b6d6f9e1,shop,store for buying goods,/shop/,danh từ,shop example,cửa hàng,Một khái niệm liên quan đến shopping,,,true,2026-03-18 23:27:06.141,2026-03-18 23:27:06.141
e766ebb8-da94-4ef3-b1c6-7f4057482625,bced27c8-2c20-4107-bf2d-2dfe46687373,Family,Relatives group,ˈfæm.ə.li,noun,My family is happy.,Gia đình,Nhóm thân,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
e77b2d1e-d6d0-4320-8a49-ece8504db31e,7cf8f06f-0441-4076-a651-76da132eb2bf,Six,Number 6,sɪks,number,I have six apples.,Sáu,Số 6,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
e7af2471-0948-4b03-93f8-656cc89467b0,859a1e12-e633-40e5-b4e2-b7e9dfd2a7d7,blue,the color of the sky or sea on a clear day; the color between green and violet,bluː,danh từ,The sky is blue,màu xanh dương,Màu của bầu trời hoặc biển vào một ngày trong xanh; màu nằm giữa xanh lá cây và tím,,,true,2026-03-18 23:22:53.645,2026-03-18 23:22:53.645
e7b32b98-cae3-4313-9918-8c67fc64424f,71802fc1-9c2b-49d9-93ca-0140d294e318,headache,pain in head,/headache/,danh từ,headache example,headache,Một khái niệm liên quan đến health,,,true,2026-03-18 23:27:06.141,2026-03-18 23:27:06.141
e7ba8344-6348-49de-91ab-67291899f4ad,1e983eef-be0a-4a27-abd9-c548efdf1633,Mother,Female parent,ˈmʌð.ɚ,noun,My mother is kind.,Mẹ,Cha mẹ nữ,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
e7d58fc5-8ce2-4253-8784-022a9b6d98b2,169b29f8-cd25-4fd5-9e0c-bcf9fdd56b6a,Hello,Polite greeting,həˈloʊ,interjection,"Hello, how are you?",Xin chào,Cách chào hỏi,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
e7d8be41-f8a6-4de0-8c40-94e39451c88b,b48f8788-ab02-4e87-a86b-e4cda07b2a8d,Son,Male child,sʌn,noun,He has son.,Con trai,Đứa con nam,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
e7dae412-4e19-433c-a752-779851792e2e,563bcdd8-3e04-4744-947b-08885bc9308b,Father,Male parent,ˈfɑ.ðɚ,noun,My father works hard.,Bố,Cha mẹ nam,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
e7f8f186-db85-4ba5-91e2-40a37440c1ab,c326f285-fc07-4764-a284-b7222d917173,Mother,Female parent,ˈmʌð.ɚ,noun,My mother is kind.,Mẹ,Cha mẹ nữ,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
e848e446-f20b-4802-bcb3-cd04fd0744d1,484c0e0d-e1af-4005-87ba-675dd65a4bae,Brother,Male sibling,ˈbrʌð.ɚ,noun,My brother plays sports.,Anh em trai,Anh chị em,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
e85e0ac3-e914-4ca8-bdb8-80c2cdf983ce,5c7eeb64-bb5a-42f9-8b15-33d0428dd34d,Ten,Number 10,tɛn,number,I have ten dollars.,Mười,Số 10,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
e86fd4a4-ad12-40d0-9672-d8dc03272561,474d17e5-c32b-4585-9bfd-feefa44aa3a8,Ethics,Moral principles,ˈɛθ.ɪks,noun,Ethics guide decisions.,Đạo đức,Nguyên tắc,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
e870d11d-eebe-4507-a1a3-a63c40ab9c71,ff02df4a-ece1-4847-923b-0f9273cb89be,Ashamed,Feeling shame,əˈʃeɪmd,adjective,He ashamed behavior.,Xấu hổ,Cảm giác xấu,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
e893a19f-4de3-46fb-8904-258c901514bf,f5963936-9e64-4d38-bd67-8490e7b3a302,Wife,Married woman,waɪf,noun,His wife is teacher.,Vợ,Người phụ nữ kết,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
e8a524f2-5492-4149-828b-fcac53e17e29,861b28e6-a21c-4b16-8250-0228c87f55b4,Eleven,Number 11,ɪˈlɛv.ən,number,Eleven players.,Mười một,Số 11,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
e8c88f00-aca1-49f6-b328-627726f698f0,bdace7d5-30a7-49fe-a09e-ea0657efb79d,soup,liquid dish with ingredients,suːp,danh từ,Chicken soup is warm,canh/súp,món ăn lỏng với nguyên liệu,,,true,2026-03-18 23:26:07.668,2026-03-18 23:26:07.668
e8cf01bc-60f6-4c6c-8add-954e1415c101,69d16e3e-74ca-45eb-8c06-8cef65b85134,Pragmatism,Results based,ˈpræɡ.mə.tɪz.əm,noun,Pragmatism results.,Thực dụng,Dựa trên,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
e8e14cc9-9820-42b5-b0fe-8af774e443e6,cc221d3d-60b1-4412-953e-65d4d427c9fc,Hello,Polite greeting,həˈloʊ,interjection,"Hello, how are you?",Xin chào,Cách chào hỏi,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
e91be6a8-b1df-4c95-a5f9-53b6a94ed939,b317a1e7-1993-43b0-bb4d-84738612837c,Stoicism,Virtue philosophy,ˈstoʊ.ɪ.sɪz.əm,noun,Stoicism teaches acceptance.,Khắc kỷ,Triết học,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
e927076b-fa52-4a78-9d63-87af0f5f8672,3ea443f8-3295-449b-9410-9f7a9062bdb4,Brother,Male sibling,ˈbrʌð.ɚ,noun,My brother plays sports.,Anh em trai,Anh chị em,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
e92fbb55-8ca9-43af-a989-5c1eece89ba3,c1c8f750-8c0e-4b88-89d9-149307fdb3e2,traveling,visiting places for leisure,/traveling/,danh từ,traveling example,traveling,Một khái niệm liên quan đến hobbies,,,true,2026-03-18 23:27:06.141,2026-03-18 23:27:06.141
e93c4d76-1cd2-40e9-bd82-1321304c4b2a,f35e320a-ec1d-497e-90b9-830150a5f34d,Ontology,Existence study,ɑnˈtɑl.ə.dʒi,noun,Ontology explores reality.,Bản thể luận,Sự tồn tại,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
e94bc374-d52e-42a7-8241-6a3f92193cb9,33b3b961-a831-48ce-bcba-4ec9b1406006,Good morning,Morning greeting,ˌɡʊd ˈmɔr.nɪŋ,phrase,Good morning today.,Chào sáng,Lời chào sáng,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
e965c0ad-e8a3-4ce6-bbb4-1ca4063f773c,b4326ceb-0fb7-49f5-aac6-a54bdd1d9163,Pragmatism,Results based,ˈpræɡ.mə.tɪz.əm,noun,Pragmatism results.,Thực dụng,Dựa trên,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
e96aa47e-991c-43ab-a9b9-2f6ccaa2e211,169b29f8-cd25-4fd5-9e0c-bcf9fdd56b6a,Nice meet,Greeting stranger,ˌnaɪs tə ˈmit,phrase,Nice meet you.,Vui gặp,Chào người mới,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
e975310d-67bf-4a27-a67f-6a1295cc1558,1e983eef-be0a-4a27-abd9-c548efdf1633,Grandfather,Father of parent,ˈɡræn.ˌfɑ.ðɚ,noun,Grandfather is wise.,Ông,"Ngoại, nội",,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
e9bff862-21b6-4856-9343-5ab86613179a,5dd944a2-6707-4592-a3c4-99c480de8197,Amazed,Feeling wonder,əˈmeɪzd,adjective,I amazed view.,Kinh ngạc,Cảm giác bất,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
e9cdeaf1-710e-4f55-9ce6-cfd9328a53b3,4e41fc79-f556-476c-b28f-f579df42a2ba,And you,Return greeting,ən juː,phrase,And you yourself?,Còn bạn,Trả lời chào,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
ea4a25b9-0839-49d6-aa77-3ec3438024ed,f46a14f4-283c-4d9b-b52b-76e8648d68c4,Aesthetics,Beauty study,ɛsˈθɛt.ɪks,noun,Aesthetics beauty.,Thẩm mỹ,Nghiên cứu,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
ea68dd5f-552b-47af-ba4e-2de14685309c,c1c8f750-8c0e-4b88-89d9-149307fdb3e2,music,organized sound and rhythm,/music/,danh từ,music example,music,Một khái niệm liên quan đến hobbies,,,true,2026-03-18 23:27:06.141,2026-03-18 23:27:06.141
ea861bcf-8b94-4854-92c1-213d7f8976ab,c93ab659-8f04-4947-b4fc-e9b66409b54f,Existence,State being,ɪɡˈzɪs.təns,noun,Existence God debated.,Tồn tại,Trạng thái hiện,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
eaa9a17b-5567-4b1f-a4fd-e6e8940cbf31,c4f69ac2-b089-44ca-a48e-67f1636f0314,son,a male child; boy with your genes,sʌn,danh từ,My son is smart,con trai,Con nam; cậu bé sinh ra từ cha mẹ,,,true,2026-03-18 23:22:53.645,2026-03-18 23:22:53.645
eac16c07-3866-43a5-91ff-4a86506d4c3e,ad3e6677-2586-40ff-bd67-b5e6acd96ad7,Lonely,Feeling isolation,ˈloʊn.li,adjective,She lonely sometimes.,Cô đơn,Cảm giác cô,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
ead14bb6-493b-4ddb-bce7-83107fdc5e43,7e5d0907-64fa-482f-b968-a5efd9168a61,Vice,Moral fault,vaɪs,noun,Vice unhappiness.,Tội lỗi,Lỗi đạo,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
ead498e6-46d1-4f07-9793-bb9b68e8fe79,5ff5c9d7-f265-4925-88c7-c44b7ae1e531,hair,grows on head,her,danh từ,Black hair is long,tóc,mọc trên đầu,,,true,2026-03-18 23:26:07.668,2026-03-18 23:26:07.668
eae9fac0-f59d-4def-9963-2c23959a9e2a,81af8b32-9da0-4143-8743-6fdc051fac85,Nice meet,Greeting stranger,ˌnaɪs tə ˈmit,phrase,Nice meet you.,Vui gặp,Chào người mới,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
eaf63e71-27cc-49ff-b18c-b7cb1125dd84,c19483d2-a4f7-462e-a5b8-6fb57f61ef95,Brother,Male sibling,ˈbrʌð.ɚ,noun,My brother plays sports.,Anh em trai,Anh chị em,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
eb0d0d87-0e9a-4410-8b5c-c5f4013484ae,1a91724d-2d99-4c3f-a140-ea1e6c617aeb,Four,Number 4,fɔr,number,I have four books.,Bốn,Số 4,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
eb33082f-d2fe-424e-b6a9-c17be6fb67a3,484c0e0d-e1af-4005-87ba-675dd65a4bae,Husband,Married man,ˈhʌz.bənd,noun,Her husband is doctor.,Chồng,Người đàn ông kết,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
eb49bff7-ba36-4a23-9b2a-613abbcbe3d2,f5e165ea-d9f9-45d5-90d3-2acf41ea2d21,six,the number 6; six things,sɪks,danh từ,Six people in room,số sáu,Số 6; sáu vật,,,true,2026-03-18 23:22:53.645,2026-03-18 23:22:53.645
eb5dea30-9ccd-4d15-a2c8-aa945b25aba6,71802fc1-9c2b-49d9-93ca-0140d294e318,wound,cut or opening in skin,/wound/,danh từ,wound example,wound,Một khái niệm liên quan đến health,,,true,2026-03-18 23:27:06.141,2026-03-18 23:27:06.141
eb88dbd7-e114-4ed2-98e8-9c82fbca8f16,efe6a928-8995-47cc-8e83-458a37872a80,Son,Male child,sʌn,noun,He has son.,Con trai,Đứa con nam,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
eb8e30e1-75f7-4ac9-9a32-c85e1325607a,859a1e12-e633-40e5-b4e2-b7e9dfd2a7d7,brown,a dark color like earth or chocolate,braʊn,danh từ,Wood is brown,màu nâu,Một màu tối giống như đất hoặc socola,,,true,2026-03-18 23:22:53.645,2026-03-18 23:22:53.645
eb9a6662-f232-43bc-aef9-1de99def84dc,f2546e9a-13dd-460f-97a6-4a9d4903e6be,Angry,Feeling rage,ˈæŋ.ɡri,adjective,She is angry us.,Tức giận,Cảm giác giận,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
eba0a80a-a575-4431-81fe-f2a9abb5f88a,b317a1e7-1993-43b0-bb4d-84738612837c,Pragmatism,Results based,ˈpræɡ.mə.tɪz.əm,noun,Pragmatism results.,Thực dụng,Dựa trên,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
ebabcff3-6f80-4022-9ac3-cd8c9584ba47,d5b49957-9ff7-450f-ae5b-da190b021f76,Good morning,Morning greeting,ˌɡʊd ˈmɔr.nɪŋ,phrase,Good morning today.,Chào sáng,Lời chào sáng,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
ebd195f2-75e2-4419-aefa-b6352f25b1b6,68cc7887-5460-44f9-a583-9dbf0e95b24d,Consciousness,Awareness self,ˈkɑn.ʃəs.nəs,noun,Consciousness mysterious.,Ý thức,Nhận thức,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
ebdcf397-1704-4f0e-80b3-09653f087174,563bcdd8-3e04-4744-947b-08885bc9308b,Mother,Female parent,ˈmʌð.ɚ,noun,My mother is kind.,Mẹ,Cha mẹ nữ,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
ebdd72f1-74a4-482e-8819-faabf37d9d4d,7cf8f06f-0441-4076-a651-76da132eb2bf,Two,Number 2,tu,number,I have two dogs.,Hai,Số 2,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
ec02ef0d-df33-4f75-bb19-c3bb5193b064,70c77765-6416-4d36-950a-7c93580b2fa0,Amazed,Feeling wonder,əˈmeɪzd,adjective,I amazed view.,Kinh ngạc,Cảm giác bất,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
ec2ea79d-306e-4890-a5c0-a622a7ba777c,b07f3d0e-a184-4cd0-937d-4f3cbd063d36,Good afternoon,Afternoon greeting,ˌɡʊd ˌæf.tɚˈnun,phrase,Good afternoon!,Chào chiều,Lời chào chiều,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
ec397717-cc7f-45c8-afd5-22a44b0615d7,3ee29751-c03a-4df1-b428-51e2797aba31,Existence,State being,ɪɡˈzɪs.təns,noun,Existence God debated.,Tồn tại,Trạng thái hiện,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
ec8d5471-b5d8-4355-afd6-a4fb7a79b191,b07f3d0e-a184-4cd0-937d-4f3cbd063d36,See you later,Casual goodbye,ˌsi juː ˈleɪ.tɚ,phrase,See you later!,Gặp lại,Tạm biệt,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
ec90271e-e55c-45a3-9a17-9eeafdfe0dac,be4596fe-4524-4164-9f6e-3ca16a48abc4,I am fine,Good response,ˌaɪm ˈfaɪn,phrase,I am fine thanks.,Tôi khỏe,Phản hồi tốt,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
ec974e08-1447-4d7b-bb53-3e94ab4c1028,0c65a440-ca84-4f96-a502-a5c9aebdef77,vodka,a clear alcoholic drink,ˈvɑːdkə,danh từ,Vodka is clear,vodka,đồ uống trong suốt có cồn,,,true,2026-03-18 23:26:07.668,2026-03-18 23:26:07.668
ec9afb98-24d5-4b5c-a65e-5b8b3596c1da,1e70a4e8-5e55-4666-9f9b-2ba140d9031b,mechanic,person who fixes machines,/mechanic/,danh từ,mechanic example,mechanic,Một khái niệm liên quan đến jobs,,,true,2026-03-18 23:27:06.141,2026-03-18 23:27:06.141
ed081d19-f945-4d9e-a55c-d34eb09a43ad,f2546e9a-13dd-460f-97a6-4a9d4903e6be,Lonely,Feeling isolation,ˈloʊn.li,adjective,She lonely sometimes.,Cô đơn,Cảm giác cô,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
ed1be764-e8d8-4c13-9a5d-f9944daa266d,e1c6a531-951b-49e8-a205-ed0b9486f723,Vice,Moral fault,vaɪs,noun,Vice unhappiness.,Tội lỗi,Lỗi đạo,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
ed3356f1-ae57-4fde-965d-5daba21c7429,73ca6f19-8411-46ab-ae0d-39b4da6198c8,Virtue,Moral quality,ˈvɝ.tʃu,noun,Virtue happiness path.,Đức hạnh,Phẩm chất,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
ed46230a-9bf9-4734-a8cb-371f97bfc9fb,81af8b32-9da0-4143-8743-6fdc051fac85,Good morning,Morning greeting,ˌɡʊd ˈmɔr.nɪŋ,phrase,Good morning today.,Chào sáng,Lời chào sáng,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
ed84e0e0-4e33-4f69-9781-0d3e2b20a041,be4596fe-4524-4164-9f6e-3ca16a48abc4,Excuse me,Get attention,ɪkˈskjuz mi,phrase,"Excuse me, bathroom?",Xin lỗi,Kêu gọi sự chú ý,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
edace3af-7eb3-499c-90ad-67481b6bce03,81c08f3f-0705-472c-8a7e-682c4197dc80,I am fine,Good response,ˌaɪm ˈfaɪn,phrase,I am fine thanks.,Tôi khỏe,Phản hồi tốt,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
edc8c358-6583-48ca-b84a-b3f1af8bc7da,f5963936-9e64-4d38-bd67-8490e7b3a302,Father,Male parent,ˈfɑ.ðɚ,noun,My father works hard.,Bố,Cha mẹ nam,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
edcf4358-e7c8-4ef2-8a60-96ba0e1e7014,88443e68-aebe-44f0-800c-c17266b21ff9,Proud,Feeling pride,praʊd,adjective,I proud you.,Tự hào,Cảm giác hạnh,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
edd08049-9d9e-42c7-85c8-0e03a1e2d151,ed55870d-2fd2-4ba1-b0aa-7a280a6cd587,Ethics,Moral principles,ˈɛθ.ɪks,noun,Ethics guide decisions.,Đạo đức,Nguyên tắc,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
edd644ee-4b15-4abd-9ad4-268a90eeed2e,89da3255-c13a-4384-9292-e7a67b866ee0,Epistemology,Knowledge study,ˌɛp.ɪ.stəˈmɑl.ə.dʒi,noun,Epistemology knowledge.,Nhận thức luận,Nghiên cứu,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
edeb6bc5-9b0b-49e3-83c2-576cf414e825,f19c0271-02f0-46de-b01d-d124844bd385,Grandmother,Mother of parent,ˈɡræn.ˌmʌð.ɚ,noun,Grandmother tells stories.,Bà,"Ngoại, nội",,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
edefe605-9e45-4196-9d78-11226de24ab9,bdace7d5-30a7-49fe-a09e-ea0657efb79d,passion fruit,a wrinkled purple fruit with juicy seeds inside,ˈpæʃən fruːt,danh từ,Passion fruit is refreshing,quả chanh leo,Một quả tím nhăn với hạt ngọt bên trong,,,true,2026-03-18 23:22:53.645,2026-03-18 23:22:53.645
edf1097d-be11-4686-b834-7a3f32e635e1,3bbde304-12b8-40b2-a620-510efc4a776f,Thousand,Number 1000,ˈθaʊ.zənd,number,One thousand people.,Nghìn,Số 1000,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
ee23ef58-fee7-4a67-b3e1-2282768328c3,be4596fe-4524-4164-9f6e-3ca16a48abc4,And you,Return greeting,ən juː,phrase,And you yourself?,Còn bạn,Trả lời chào,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
ee442cc5-2d64-48dc-b435-25f13913c94e,a6f9ef68-d647-4df6-9121-19ec9c0fee72,Have nice day,Wishful farewell,ˌhæv ə ˌnaɪs ˈdeɪ,phrase,Have nice day!,Chúc ngày tốt,Lời chúc,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
ee96a3e5-6a88-4ab6-a16c-022c9f0e2020,859a1e12-e633-40e5-b4e2-b7e9dfd2a7d7,gray,a neutral color between black and white; the color of ash,ɡreɪ,danh từ,Pigeons are gray,màu xám,Một màu trung tính nằm giữa đen và trắng; màu của tro,,,true,2026-03-18 23:22:53.645,2026-03-18 23:22:53.645
eec107b5-1276-4f78-bc4b-10a013a0fdc5,f35e320a-ec1d-497e-90b9-830150a5f34d,Stoicism,Virtue philosophy,ˈstoʊ.ɪ.sɪz.əm,noun,Stoicism teaches acceptance.,Khắc kỷ,Triết học,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
eede5eaa-a147-43a4-8fc7-b63a506e5b80,dd56df6c-e0c0-44a9-b706-28b5106b1978,Ethics,Moral principles,ˈɛθ.ɪks,noun,Ethics guide decisions.,Đạo đức,Nguyên tắc,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
eee00b17-8cad-4562-895c-2eef453c012f,dd29c719-2106-4c8b-b503-aa3173b0b0df,Aunt,Parent sister,ænt,noun,Aunt bakes cakes.,Cô dì,Chị em bố mẹ,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
eee19b99-bcc0-4496-908d-dfd0ec24bd02,33b3b961-a831-48ce-bcba-4ec9b1406006,Thank you,Express gratitude,ˈθæŋk juː,phrase,Thank you for help.,Cảm ơn,Tỏ lòng biết ơn,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
eefdd15b-d3d8-4f07-a0b7-b8c1f5b7d758,4622c636-7957-4f30-9bc4-5fae81775631,bedroom,room for sleeping,ˈbedruːm,danh từ,Bright bedroom,phòng ngủ,phòng để ngủ,,,true,2026-03-18 23:26:07.668,2026-03-18 23:26:07.668
eefe3322-2937-4c00-a168-5f70f34dd9f2,bced27c8-2c20-4107-bf2d-2dfe46687373,Aunt,Parent sister,ænt,noun,Aunt bakes cakes.,Cô dì,Chị em bố mẹ,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
ef24a1a3-9a97-4673-9fcf-a25102f3fa75,e1c6a531-951b-49e8-a205-ed0b9486f723,Metaphysics,Reality study,ˌmɛt.əˈfɪz.ɪks,noun,Metaphysics questions.,Siêu hình,Thực tại,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
ef2fc45e-3acf-4c79-b352-b237c6787495,f2867ff8-da21-42e1-ad58-ff38fa6324b8,Wife,Married woman,waɪf,noun,His wife is teacher.,Vợ,Người phụ nữ kết,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
ef2fd2df-ec3b-4001-8fb7-1315150dc7ac,e62729fd-2c68-41d8-8dea-aec377434133,Ontology,Existence study,ɑnˈtɑl.ə.dʒi,noun,Ontology explores reality.,Bản thể luận,Sự tồn tại,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
ef48db0c-163a-4381-8f25-82db187759e3,67df2b1f-aa96-48db-b64d-0d889f000e9a,Happy,Feeling joy,ˈhæp.i,adjective,I am happy today.,Vui,Cảm giác vui,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
efa7b4be-777d-45db-8273-77ce9382475b,c4f69ac2-b089-44ca-a48e-67f1636f0314,grandfather,father of parent; elderly male ancestor,ˈɡræntfɑːðər,danh từ,Grandpa tells stories,ông ngoại/ông nội,Cha của bố hoặc mẹ; tổ tiên nam lớn tuổi,,,true,2026-03-18 23:22:53.645,2026-03-18 23:22:53.645
f002d8a9-5cfb-4812-a0d8-3ef71527b3e5,f5963936-9e64-4d38-bd67-8490e7b3a302,Sister,Female sibling,ˈsɪs.tɚ,noun,My sister likes reading.,Chị em gái,Chị em gái,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
f006b9f8-901f-4658-8c18-12c88d07ac97,afa3e499-8717-431c-93a3-3d851d68fc7e,Wife,Married woman,waɪf,noun,His wife is teacher.,Vợ,Người phụ nữ kết,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
f06035fb-21b3-49f9-9842-5aebadd90d88,0c65a440-ca84-4f96-a502-a5c9aebdef77,champagne,a sparkling wine drink,ʃæmˈpeɪn,danh từ,Champagne for celebration,rượu champagne,rượu vang lấp lánh,,,true,2026-03-18 23:26:07.668,2026-03-18 23:26:07.668
f08e9df4-8544-4464-b5d4-c75e01ba0d1f,4a545b1d-d759-4331-b1c8-6619db4b1e87,Lonely,Feeling isolation,ˈloʊn.li,adjective,She lonely sometimes.,Cô đơn,Cảm giác cô,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
f0a4067f-5677-400a-8141-c226a6ee09a9,8f558c2d-9555-4f2e-a822-5c74891ffe67,I am fine,Good response,ˌaɪm ˈfaɪn,phrase,I am fine thanks.,Tôi khỏe,Phản hồi tốt,,,true,2026-03-26 14:30:40.658877,2026-03-26 14:30:40.658877
